Entity,Code,Year,Research and development expenditure (% of GDP)
Norway,NOR,2010,1.64999
Norway,NOR,2011,1.62712
Norway,NOR,2012,1.62087
Norway,NOR,2013,1.65238
Norway,NOR,2014,1.71506
Norway,NOR,2015,1.93526
Norway,NOR,2016,2.0446
Norway,NOR,2017,2.09919
Norway,NOR,2018,2.04781
Norway,NOR,2019,2.15302
Norway,NOR,2020,2.27601
Oman,OMN,2011,0.13659
Oman,OMN,2012,0.20885
Oman,OMN,2013,0.17006
Oman,OMN,2014,0.21356
Oman,OMN,2015,0.25155
Oman,OMN,2016,0.2605
Oman,OMN,2017,0.22824
Oman,OMN,2018,0.21825
Oman,OMN,2019,0.31444
Oman,OMN,2020,0.37103
Pakistan,PAK,1997,0.15565
Pakistan,PAK,1998,0.10919
Pakistan,PAK,1999,0.1159
Pakistan,PAK,2000,0.11566
Pakistan,PAK,2001,0.15165
Pakistan,PAK,2002,0.19887
Pakistan,PAK,2005,0.39849
Pakistan,PAK,2007,0.6325
Pakistan,PAK,2009,0.44806
Pakistan,PAK,2011,0.32917
Pakistan,PAK,2013,0.29285
Pakistan,PAK,2015,0.24605
Pakistan,PAK,2017,0.23627
Pakistan,PAK,2019,0.20096
Panama,PAN,1996,0.3101
Panama,PAN,1997,0.29911
Panama,PAN,1998,0.26922
Panama,PAN,1999,0.27205
Panama,PAN,2000,0.36264
Panama,PAN,2001,0.36074
Panama,PAN,2002,0.3422
Panama,PAN,2003,0.32109
Panama,PAN,2004,0.22646
Panama,PAN,2005,0.23183
Panama,PAN,2006,0.23537
Panama,PAN,2007,0.18172
Panama,PAN,2008,0.19065
Panama,PAN,2009,0.1321
Panama,PAN,2010,0.14453
Panama,PAN,2011,0.17304
Panama,PAN,2012,0.07534
Panama,PAN,2013,0.06206
Panama,PAN,2014,0.14052
Panama,PAN,2015,0.12033
Panama,PAN,2016,0.14494
Panama,PAN,2017,0.14718
Papua New Guinea,PNG,2016,0.03158
Paraguay,PRY,2001,0.06699
Paraguay,PRY,2002,0.07493
Paraguay,PRY,2003,0.06135
Paraguay,PRY,2004,0.06066
Paraguay,PRY,2005,0.06091
Paraguay,PRY,2008,0.04113
Paraguay,PRY,2011,0.04216
Paraguay,PRY,2012,0.06517
Paraguay,PRY,2013,0.07163
Paraguay,PRY,2014,0.07901
Paraguay,PRY,2015,0.09674
Paraguay,PRY,2016,0.11676
Paraguay,PRY,2017,0.14888
Paraguay,PRY,2018,0.14684
Paraguay,PRY,2019,0.13758
Peru,PER,1997,0.0836
Peru,PER,1998,0.10072
Peru,PER,1999,0.09849
Peru,PER,2000,0.11266
Peru,PER,2001,0.11096
Peru,PER,2002,0.10614
Peru,PER,2003,0.10813
Peru,PER,2004,0.15578
Peru,PER,2011,0.08282
Peru,PER,2012,0.0553
Peru,PER,2013,0.08174
Peru,PER,2014,0.10805
Peru,PER,2015,0.11702
Peru,PER,2016,0.12008
Peru,PER,2017,0.12085
Peru,PER,2018,0.12685
Peru,PER,2019,0.15686
Peru,PER,2020,0.17167
Philippines,PHL,2002,0.13263
Philippines,PHL,2003,0.12527
Philippines,PHL,2005,0.10692
Philippines,PHL,2007,0.10498
Philippines,PHL,2009,0.10901
Philippines,PHL,2011,0.11222
Philippines,PHL,2013,0.13207
Philippines,PHL,2015,0.15683
Philippines,PHL,2018,0.32222
Poland,POL,1996,0.63937
Poland,POL,1997,0.64315
Poland,POL,1998,0.65971
Poland,POL,1999,0.68055
Poland,POL,2000,0.64078
Poland,POL,2001,0.62159
Poland,POL,2002,0.55675
Poland,POL,2003,0.53806
Poland,POL,2004,0.5525
Poland,POL,2005,0.56278
Poland,POL,2006,0.55102
Poland,POL,2007,0.56193
Poland,POL,2008,0.59944
Poland,POL,2009,0.66106
Poland,POL,2010,0.71993
Poland,POL,2011,0.74663
Poland,POL,2012,0.8841
Poland,POL,2013,0.87591
Poland,POL,2014,0.94482
Poland,POL,2015,1.00275
Poland,POL,2016,0.96287
Poland,POL,2017,1.03418
Poland,POL,2018,1.20891
Poland,POL,2019,1.32064
Poland,POL,2020,1.39205
Portugal,PRT,1996,0.5495
Portugal,PRT,1997,0.56374
Portugal,PRT,1998,0.62486
Portugal,PRT,1999,0.68121
Portugal,PRT,2000,0.72156
Portugal,PRT,2001,0.76482
Portugal,PRT,2002,0.72183
Portugal,PRT,2003,0.69802
Portugal,PRT,2004,0.7293
Portugal,PRT,2005,0.75755
Portugal,PRT,2006,0.95448
Portugal,PRT,2007,1.12417
Portugal,PRT,2008,1.44335
Portugal,PRT,2009,1.58001
Portugal,PRT,2010,1.53529
Portugal,PRT,2011,1.45741
Portugal,PRT,2012,1.37861
Portugal,PRT,2013,1.32468
Portugal,PRT,2014,1.28992
Portugal,PRT,2015,1.2433
Portugal,PRT,2016,1.28075
Portugal,PRT,2017,1.31928
Portugal,PRT,2018,1.34955
Portugal,PRT,2019,1.39562
Portugal,PRT,2020,1.6174
Puerto Rico,PRI,2009,0.45131
Puerto Rico,PRI,2013,0.43859
Puerto Rico,PRI,2015,0.42883
Qatar,QAT,2012,0.4786
Qatar,QAT,2015,0.51883
Qatar,QAT,2018,0.53129
Romania,ROU,1996,0.67472
Romania,ROU,1997,0.57451
Romania,ROU,1998,0.49541
Romania,ROU,1999,0.39832
Romania,ROU,2000,0.36626
Romania,ROU,2001,0.39129
Romania,ROU,2002,0.37721
Romania,ROU,2003,0.39708
Romania,ROU,2004,0.38942
Romania,ROU,2005,0.41262
Romania,ROU,2006,0.45682
Romania,ROU,2007,0.51148
Romania,ROU,2008,0.55215
Romania,ROU,2009,0.44395
Romania,ROU,2010,0.45665
Romania,ROU,2011,0.49864
Romania,ROU,2012,0.48542
Romania,ROU,2013,0.38817
Romania,ROU,2014,0.38161
Romania,ROU,2015,0.48838
Romania,ROU,2016,0.48126
Romania,ROU,2017,0.50322
Romania,ROU,2018,0.50112
Romania,ROU,2019,0.47832
Romania,ROU,2020,0.47033
Russia,RUS,1996,0.96592
Russia,RUS,1997,1.04374
Russia,RUS,1998,0.95383
Russia,RUS,1999,0.99623
Russia,RUS,2000,1.04983
Russia,RUS,2001,1.17694
Russia,RUS,2002,1.24652
Russia,RUS,2003,1.28603
Russia,RUS,2004,1.15133
Russia,RUS,2005,1.06797
Russia,RUS,2006,1.07294
Russia,RUS,2007,1.11611
Russia,RUS,2008,1.04435
Russia,RUS,2009,1.25192
Russia,RUS,2010,1.1302
Russia,RUS,2011,1.01545
Russia,RUS,2012,1.02766
Russia,RUS,2013,1.02732
Russia,RUS,2014,1.07241
Russia,RUS,2015,1.10085
Russia,RUS,2016,1.10238
Russia,RUS,2017,1.10967
Russia,RUS,2018,0.99002
Russia,RUS,2019,1.03879
Russia,RUS,2020,1.09803
Rwanda,RWA,2016,0.64981
Rwanda,RWA,2019,0.75795
Saint Lucia,LCA,1998,0.57395
Saint Lucia,LCA,1999,0.27374
Saint Vincent and the Grenadines,VCT,2001,0.04306
Saint Vincent and the Grenadines,VCT,2002,0.12028
Saudi Arabia,SAU,2003,0.06233
Saudi Arabia,SAU,2004,0.05315
Saudi Arabia,SAU,2005,0.0423
Saudi Arabia,SAU,2006,0.04245
Saudi Arabia,SAU,2007,0.04521
Saudi Arabia,SAU,2008,0.04902
Saudi Arabia,SAU,2009,0.07338
Saudi Arabia,SAU,2010,0.884
Saudi Arabia,SAU,2011,0.89784
Saudi Arabia,SAU,2012,0.87684
Saudi Arabia,SAU,2013,0.81516
Saudi Arabia,SAU,2020,0.52232
Senegal,SEN,2008,0.29374
Senegal,SEN,2010,0.4343
Senegal,SEN,2015,0.5772
Serbia,SRB,1997,0.70915
Serbia,SRB,1998,0.75301
Serbia,SRB,1999,0.94682
Serbia,SRB,2000,0.85424
Serbia,SRB,2001,0.30401
Serbia,SRB,2002,0.63968
Serbia,SRB,2003,0.49138
Serbia,SRB,2004,0.28953
Serbia,SRB,2005,0.3953
Serbia,SRB,2006,0.43985
Serbia,SRB,2007,0.57877
Serbia,SRB,2008,0.66966
Serbia,SRB,2009,0.8173
Serbia,SRB,2010,0.70228
Serbia,SRB,2011,0.68334
Serbia,SRB,2012,0.85316
Serbia,SRB,2013,0.68367
Serbia,SRB,2014,0.72309
Serbia,SRB,2015,0.8109
Serbia,SRB,2016,0.83822
Serbia,SRB,2017,0.87238
Serbia,SRB,2018,0.91891
Serbia,SRB,2019,0.88667
Serbia,SRB,2020,0.90595
Seychelles,SYC,2001,0.42525
Seychelles,SYC,2002,0.40707
Seychelles,SYC,2003,0.41183
Seychelles,SYC,2004,0.34658
Seychelles,SYC,2005,0.30209
Seychelles,SYC,2016,0.22175
Singapore,SGP,1996,1.31991
Singapore,SGP,1997,1.41564
Singapore,SGP,1998,1.73707
Singapore,SGP,1999,1.81624
Singapore,SGP,2000,1.81699
Singapore,SGP,2001,2.0093
Singapore,SGP,2002,2.03282
Singapore,SGP,2003,1.99679
Singapore,SGP,2004,2.07859
Singapore,SGP,2005,2.14806
Singapore,SGP,2006,2.11656
Singapore,SGP,2007,2.31986
Singapore,SGP,2008,2.59674
Singapore,SGP,2009,2.1279
Singapore,SGP,2010,1.92918
Singapore,SGP,2011,2.06955
Singapore,SGP,2012,1.91833
Singapore,SGP,2013,1.92104
Singapore,SGP,2014,2.08228
Singapore,SGP,2015,2.17445
Singapore,SGP,2016,2.07471
Singapore,SGP,2017,1.89872
Singapore,SGP,2018,1.81391
Singapore,SGP,2019,1.89064
Slovakia,SVK,1996,0.88963
Slovakia,SVK,1997,1.05108
Slovakia,SVK,1998,0.76541
Slovakia,SVK,1999,0.64475
Slovakia,SVK,2000,0.63806
Slovakia,SVK,2001,0.62465
Slovakia,SVK,2002,0.56314
Slovakia,SVK,2003,0.56146
Slovakia,SVK,2004,0.50069
Slovakia,SVK,2005,0.49332
Slovakia,SVK,2006,0.47488
Slovakia,SVK,2007,0.44746
Slovakia,SVK,2008,0.46137
Slovakia,SVK,2009,0.47272
Slovakia,SVK,2010,0.60791
Slovakia,SVK,2011,0.65537
Slovakia,SVK,2012,0.79773
Slovakia,SVK,2013,0.82309
Slovakia,SVK,2014,0.88002
Slovakia,SVK,2015,1.16071
Slovakia,SVK,2016,0.79102
Slovakia,SVK,2017,0.88694
Slovakia,SVK,2018,0.8397
Slovakia,SVK,2019,0.82574
Slovakia,SVK,2020,0.91109
Slovenia,SVN,1996,1.26473
Slovenia,SVN,1997,1.24643
Slovenia,SVN,1998,1.30515
Slovenia,SVN,1999,1.33688
Slovenia,SVN,2000,1.35982
Slovenia,SVN,2001,1.46767
Slovenia,SVN,2002,1.44325
Slovenia,SVN,2003,1.24791
Slovenia,SVN,2004,1.37026
Slovenia,SVN,2005,1.41778
Slovenia,SVN,2006,1.53705
Slovenia,SVN,2007,1.42703
Slovenia,SVN,2008,1.62673
Slovenia,SVN,2009,1.81184
Slovenia,SVN,2010,2.05133
Slovenia,SVN,2011,2.41297
Slovenia,SVN,2012,2.56061
Slovenia,SVN,2013,2.56487
Slovenia,SVN,2014,2.36548
Slovenia,SVN,2015,2.19565
Slovenia,SVN,2016,2.00764
Slovenia,SVN,2017,1.8653
Slovenia,SVN,2018,1.94645
Slovenia,SVN,2019,2.04704
Slovenia,SVN,2020,2.14735
South Africa,ZAF,1997,0.52694
South Africa,ZAF,2001,0.64224
South Africa,ZAF,2003,0.6765
South Africa,ZAF,2004,0.72681
South Africa,ZAF,2005,0.77024
South Africa,ZAF,2006,0.80291
South Africa,ZAF,2007,0.79364
South Africa,ZAF,2008,0.80567
South Africa,ZAF,2009,0.74993
South Africa,ZAF,2010,0.66284
South Africa,ZAF,2011,0.66753
South Africa,ZAF,2012,0.66934
South Africa,ZAF,2013,0.6633
South Africa,ZAF,2014,0.70987
South Africa,ZAF,2015,0.73147
South Africa,ZAF,2016,0.74992
South Africa,ZAF,2017,0.76257
South Africa,ZAF,2018,0.68657
South Africa,ZAF,2019,0.61525
South Asia (WB),,1996,0.62348866
South Asia (WB),,1997,0.6173726
South Asia (WB),,1998,0.62731427
South Asia (WB),,1999,0.6507245
South Asia (WB),,2000,0.64651257
South Asia (WB),,2001,0.65370524
South Asia (WB),,2002,0.6549052
South Asia (WB),,2003,0.71929
South Asia (WB),,2004,0.74062616
South Asia (WB),,2005,0.76977575
South Asia (WB),,2006,0.78631955
South Asia (WB),,2007,0.7858626
South Asia (WB),,2008,0.8264994
South Asia (WB),,2009,0.78577644
South Asia (WB),,2010,0.7622136
South Asia (WB),,2011,0.71036005
South Asia (WB),,2012,0.74399
South Asia (WB),,2013,0.6407104
South Asia (WB),,2014,0.678185
South Asia (WB),,2015,0.62368643
South Asia (WB),,2016,0.6498463
South Asia (WB),,2017,0.6023054
South Asia (WB),,2018,0.637916
South Korea,KOR,1996,2.21616
South Korea,KOR,1997,2.2483
South Korea,KOR,1998,2.11026
South Korea,KOR,1999,2.01567
South Korea,KOR,2000,2.12519
South Korea,KOR,2001,2.27865
South Korea,KOR,2002,2.20774
South Korea,KOR,2003,2.27722
South Korea,KOR,2004,2.44214
South Korea,KOR,2005,2.5229
South Korea,KOR,2006,2.71934
South Korea,KOR,2007,2.87258
South Korea,KOR,2008,2.98887
South Korea,KOR,2009,3.14669
South Korea,KOR,2010,3.31578
South Korea,KOR,2011,3.59199
South Korea,KOR,2012,3.8504
South Korea,KOR,2013,3.95124
South Korea,KOR,2014,4.07786
South Korea,KOR,2015,3.9782
South Korea,KOR,2016,3.98704
South Korea,KOR,2017,4.29206
South Korea,KOR,2018,4.51633
South Korea,KOR,2019,4.62703
South Korea,KOR,2020,4.8145
Spain,ESP,1996,0.78753
Spain,ESP,1997,0.77781
Spain,ESP,1998,0.84804
Spain,ESP,1999,0.83854
Spain,ESP,2000,0.88276
Spain,ESP,2001,0.88833
Spain,ESP,2002,0.95971
Spain,ESP,2003,1.02373
Spain,ESP,2004,1.04089
Spain,ESP,2005,1.09956
Spain,ESP,2006,1.17702
Spain,ESP,2007,1.24053
Spain,ESP,2008,1.325
Spain,ESP,2009,1.36364
Spain,ESP,2010,1.35996
Spain,ESP,2011,1.33341
Spain,ESP,2012,1.29877
Spain,ESP,2013,1.27523
Spain,ESP,2014,1.24213
Spain,ESP,2015,1.22236
Spain,ESP,2016,1.19048
Spain,ESP,2017,1.21042
Spain,ESP,2018,1.24213
Spain,ESP,2019,1.25139
Spain,ESP,2020,1.40541
Sri Lanka,LKA,1996,0.18356
Sri Lanka,LKA,2000,0.14392
Sri Lanka,LKA,2004,0.1821
Sri Lanka,LKA,2006,0.1742
Sri Lanka,LKA,2008,0.11444
Sri Lanka,LKA,2010,0.13687
Sri Lanka,LKA,2013,0.10081
Sri Lanka,LKA,2014,0.09989
Sri Lanka,LKA,2015,0.10871
Sri Lanka,LKA,2016,0.12854
Sri Lanka,LKA,2017,0.12758
Sri Lanka,LKA,2018,0.12836
Sub-Saharan Africa (WB),,2007,0.4441272
Sudan,SDN,1999,0.53007
Sudan,SDN,2000,0.47277
Sudan,SDN,2001,0.37483
Sudan,SDN,2002,0.32247
Sudan,SDN,2003,0.2808
Sudan,SDN,2004,0.23825
Sudan,SDN,2005,0.225
Sweden,SWE,1997,3.27394
Sweden,SWE,1999,3.38132
Sweden,SWE,2001,3.8738
Sweden,SWE,2003,3.57948
Sweden,SWE,2004,3.36129
Sweden,SWE,2005,3.35958
Sweden,SWE,2006,3.475
Sweden,SWE,2007,3.23383
Sweden,SWE,2008,3.46999
Sweden,SWE,2009,3.39528
Sweden,SWE,2010,3.16789
Sweden,SWE,2011,3.18702
Sweden,SWE,2012,3.23025
Sweden,SWE,2013,3.26042
Sweden,SWE,2014,3.10184
Sweden,SWE,2015,3.21903
Sweden,SWE,2016,3.24736
Sweden,SWE,2017,3.36279
Sweden,SWE,2018,3.32106
Sweden,SWE,2019,3.38758
Sweden,SWE,2020,3.52722
Switzerland,CHE,1996,2.37392
Switzerland,CHE,2000,2.2588
Switzerland,CHE,2004,2.59777
Switzerland,CHE,2008,2.63884
Switzerland,CHE,2012,2.85094
Switzerland,CHE,2015,3.04311
Switzerland,CHE,2017,3.03413
Switzerland,CHE,2019,3.14686
Syria,SYR,2015,0.01963
Tajikistan,TJK,2001,0.08953
Tajikistan,TJK,2002,0.07068
Tajikistan,TJK,2003,0.06885
Tajikistan,TJK,2004,0.06697
Tajikistan,TJK,2005,0.0957
Tajikistan,TJK,2006,0.10732
Tajikistan,TJK,2007,0.06778
Tajikistan,TJK,2008,0.06983
Tajikistan,TJK,2009,0.08577
Tajikistan,TJK,2010,0.08914
Tajikistan,TJK,2011,0.12148
Tajikistan,TJK,2012,0.11432
Tajikistan,TJK,2013,0.11851
Tajikistan,TJK,2014,0.11624
Tajikistan,TJK,2015,0.1034
Tajikistan,TJK,2016,0.10622
Tajikistan,TJK,2017,0.10957
Tajikistan,TJK,2018,0.09401
Tajikistan,TJK,2019,0.09367
Tajikistan,TJK,2020,0.08903
Tanzania,TZA,2007,0.33462
Tanzania,TZA,2010,0.37307
Tanzania,TZA,2013,0.51456
Thailand,THA,1996,0.11918
Thailand,THA,1997,0.10214
Thailand,THA,1999,0.24836
Thailand,THA,2000,0.24471
Thailand,THA,2001,0.25231
Thailand,THA,2002,0.23055
Thailand,THA,2003,0.24534
Thailand,THA,2004,0.23828
Thailand,THA,2005,0.21889
Thailand,THA,2006,0.23271
Thailand,THA,2007,0.2008
Thailand,THA,2008,0.20331
Thailand,THA,2009,0.23455
Thailand,THA,2011,0.36146
Thailand,THA,2013,0.44164
Thailand,THA,2014,0.47988
Thailand,THA,2015,0.61609
Thailand,THA,2016,0.77829
Thailand,THA,2017,1.00166
Thailand,THA,2018,1.11406
Thailand,THA,2019,1.14257
Togo,TGO,2010,0.23476
Togo,TGO,2012,0.22324
Togo,TGO,2014,0.26654
Trinidad and Tobago,TTO,1996,0.10325
Trinidad and Tobago,TTO,1997,0.11553
Trinidad and Tobago,TTO,1998,0.12715
Trinidad and Tobago,TTO,1999,0.12292
Trinidad and Tobago,TTO,2000,0.108
Trinidad and Tobago,TTO,2001,0.10417
Trinidad and Tobago,TTO,2002,0.13178
Trinidad and Tobago,TTO,2003,0.11501
Trinidad and Tobago,TTO,2004,0.11441
Trinidad and Tobago,TTO,2005,0.11431
Trinidad and Tobago,TTO,2006,0.07233
Trinidad and Tobago,TTO,2007,0.05922
Trinidad and Tobago,TTO,2008,0.03072
Trinidad and Tobago,TTO,2009,0.05665
Trinidad and Tobago,TTO,2010,0.04771
Trinidad and Tobago,TTO,2011,0.04024
Trinidad and Tobago,TTO,2012,0.04378
Trinidad and Tobago,TTO,2013,0.05667
Trinidad and Tobago,TTO,2014,0.08172
Trinidad and Tobago,TTO,2015,0.08658
Trinidad and Tobago,TTO,2016,0.09141
Trinidad and Tobago,TTO,2017,0.09149
Trinidad and Tobago,TTO,2018,0.08445
Trinidad and Tobago,TTO,2019,0.06106
Tunisia,TUN,2002,0.54302
Tunisia,TUN,2003,0.65044
Tunisia,TUN,2004,0.73095
Tunisia,TUN,2005,0.71195
Tunisia,TUN,2006,0.67729
Tunisia,TUN,2007,0.6654
Tunisia,TUN,2008,0.63933
Tunisia,TUN,2009,0.70644
Tunisia,TUN,2010,0.65806
Tunisia,TUN,2011,0.67458
Tunisia,TUN,2012,0.64937
Tunisia,TUN,2013,0.6372
Tunisia,TUN,2014,0.61988
Tunisia,TUN,2015,0.59413
Tunisia,TUN,2016,0.56538
Tunisia,TUN,2017,0.69954
Tunisia,TUN,2018,0.7184
Tunisia,TUN,2019,0.74839
Turkey,TUR,1996,0.45159
Turkey,TUR,1997,0.49169
Turkey,TUR,1998,0.36198
Turkey,TUR,1999,0.45557
Turkey,TUR,2000,0.46558
Turkey,TUR,2001,0.52247
Turkey,TUR,2002,0.50904
Turkey,TUR,2003,0.46532
Turkey,TUR,2004,0.49713
Turkey,TUR,2005,0.56381
Turkey,TUR,2006,0.55292
Turkey,TUR,2007,0.68616
Turkey,TUR,2008,0.68741
Turkey,TUR,2009,0.80362
Turkey,TUR,2010,0.79369
Turkey,TUR,2011,0.79393
Turkey,TUR,2012,0.82595
Turkey,TUR,2013,0.81206
Turkey,TUR,2014,0.8564
Turkey,TUR,2015,0.87689
Turkey,TUR,2016,0.93816
Turkey,TUR,2017,0.95272
Turkey,TUR,2018,1.02517
Turkey,TUR,2019,1.06429
Turkey,TUR,2020,1.08893
Uganda,UGA,2002,0.36756
Uganda,UGA,2003,0.25612
Uganda,UGA,2004,0.26056
Uganda,UGA,2005,0.21514
Uganda,UGA,2006,0.30033
Uganda,UGA,2007,0.38821
Uganda,UGA,2008,0.32632
Uganda,UGA,2009,0.25547
Uganda,UGA,2010,0.3599
Uganda,UGA,2014,0.14265
Ukraine,UKR,1997,1.1923
Ukraine,UKR,1998,1.06993
Ukraine,UKR,1999,0.96968
Ukraine,UKR,2000,0.92904
Ukraine,UKR,2001,0.98944
Ukraine,UKR,2002,0.96269
Ukraine,UKR,2003,1.07166
Ukraine,UKR,2004,1.04392
Ukraine,UKR,2005,0.99518
Ukraine,UKR,2006,0.91403
Ukraine,UKR,2007,0.81869
Ukraine,UKR,2008,0.80991
Ukraine,UKR,2009,0.82596
Ukraine,UKR,2010,0.80279
Ukraine,UKR,2011,0.7109
Ukraine,UKR,2012,0.72363
Ukraine,UKR,2013,0.733
Ukraine,UKR,2014,0.65034
Ukraine,UKR,2015,0.61477
Ukraine,UKR,2016,0.48339
Ukraine,UKR,2017,0.44879
Ukraine,UKR,2018,0.47113
Ukraine,UKR,2019,0.43384
Ukraine,UKR,2020,0.40608
United Arab Emirates,ARE,2011,0.48622
United Arab Emirates,ARE,2014,0.6936
United Arab Emirates,ARE,2015,0.89504
United Arab Emirates,ARE,2016,0.96366
United Arab Emirates,ARE,2018,1.27836
United Arab Emirates,ARE,2019,1.31308
United Arab Emirates,ARE,2020,1.44934
United Kingdom,GBR,1996,1.57333
United Kingdom,GBR,1997,1.53861
United Kingdom,GBR,1998,1.54805
United Kingdom,GBR,1999,1.62468
United Kingdom,GBR,2000,1.61293
United Kingdom,GBR,2001,1.60119
United Kingdom,GBR,2002,1.61533
United Kingdom,GBR,2003,1.57925
United Kingdom,GBR,2004,1.53071
United Kingdom,GBR,2005,1.54904
United Kingdom,GBR,2006,1.57126
United Kingdom,GBR,2007,1.61013
United Kingdom,GBR,2008,1.60383
United Kingdom,GBR,2009,1.66099
United Kingdom,GBR,2010,1.63516
United Kingdom,GBR,2011,1.63999
United Kingdom,GBR,2012,1.56888
United Kingdom,GBR,2013,1.6103
United Kingdom,GBR,2014,1.63097
United Kingdom,GBR,2015,1.63424
United Kingdom,GBR,2016,1.64281
United Kingdom,GBR,2017,1.65981
United Kingdom,GBR,2018,1.70494
United Kingdom,GBR,2019,1.70799
United States,USA,1996,2.45001
United States,USA,1997,2.47983
United States,USA,1998,2.50401
United States,USA,1999,2.54965
United States,USA,2000,2.62879
United States,USA,2001,2.6483
United States,USA,2002,2.55926
United States,USA,2003,2.56455
United States,USA,2004,2.50243
United States,USA,2005,2.51697
United States,USA,2006,2.55764
United States,USA,2007,2.63161
United States,USA,2008,2.76791
United States,USA,2009,2.8127
United States,USA,2010,2.7354
United States,USA,2011,2.76525
United States,USA,2012,2.68166
United States,USA,2013,2.71154
United States,USA,2014,2.72151
United States,USA,2015,2.78206
United States,USA,2016,2.84585
United States,USA,2017,2.89572
United States,USA,2018,3.00082
United States,USA,2019,3.16609
United States,USA,2020,3.45018
United States Virgin Islands,VIR,2002,0.06617
United States Virgin Islands,VIR,2003,0.03776
United States Virgin Islands,VIR,2004,0.03424
United States Virgin Islands,VIR,2005,0.02936
United States Virgin Islands,VIR,2006,0.03122
United States Virgin Islands,VIR,2007,0.02717
Upper-middle-income countries,,1996,0.4901332
Upper-middle-income countries,,1997,0.532318
Upper-middle-income countries,,1999,0.57389915
Upper-middle-income countries,,2000,0.68440634
Upper-middle-income countries,,2001,0.71754247
Upper-middle-income countries,,2002,0.77808857
Upper-middle-income countries,,2003,0.82022816
Upper-middle-income countries,,2004,0.84750015
Upper-middle-income countries,,2005,0.9026302
Upper-middle-income countries,,2006,0.9223711
Upper-middle-income countries,,2007,0.97201836
Upper-middle-income countries,,2008,1.0161265
Upper-middle-income countries,,2009,1.194165
Upper-middle-income countries,,2010,1.2285403
Upper-middle-income countries,,2011,1.2179438
Upper-middle-income countries,,2012,1.3336221
Upper-middle-income countries,,2013,1.3888583
Upper-middle-income countries,,2014,1.4340695
Upper-middle-income countries,,2015,1.5387706
Upper-middle-income countries,,2016,1.575104
Upper-middle-income countries,,2017,1.5694333
Upper-middle-income countries,,2018,1.6074606
Upper-middle-income countries,,2019,1.7004377
Upper-middle-income countries,,2020,1.9956479
Uruguay,URY,1996,0.26501
Uruguay,URY,1997,0.34994
Uruguay,URY,1998,0.19186
Uruguay,URY,1999,0.22417
Uruguay,URY,2000,0.20925
Uruguay,URY,2002,0.23818
Uruguay,URY,2006,0.36539
Uruguay,URY,2007,0.42472
Uruguay,URY,2008,0.37973
Uruguay,URY,2009,0.41252
Uruguay,URY,2010,0.34115
Uruguay,URY,2011,0.3487
Uruguay,URY,2012,0.3276
Uruguay,URY,2013,0.32113
Uruguay,URY,2014,0.33579
Uruguay,URY,2015,0.36446
Uruguay,URY,2016,0.37598
Uruguay,URY,2017,0.44849
Uruguay,URY,2018,0.38673
Uruguay,URY,2019,0.48302
Uzbekistan,UZB,2000,0.36063
Uzbekistan,UZB,2001,0.34544
Uzbekistan,UZB,2002,0.29356
Uzbekistan,UZB,2003,0.26825
Uzbekistan,UZB,2004,0.27041
Uzbekistan,UZB,2005,0.23741
Uzbekistan,UZB,2006,0.22395
Uzbekistan,UZB,2007,0.21721
Uzbekistan,UZB,2008,0.19354
Uzbekistan,UZB,2009,0.20315
Uzbekistan,UZB,2010,0.1543
Uzbekistan,UZB,2011,0.14877
Uzbekistan,UZB,2012,0.15512
Uzbekistan,UZB,2013,0.155
Uzbekistan,UZB,2014,0.15335
Uzbekistan,UZB,2015,0.16497
Uzbekistan,UZB,2016,0.17238
Uzbekistan,UZB,2017,0.14834
Uzbekistan,UZB,2018,0.1245
Uzbekistan,UZB,2019,0.11377
Uzbekistan,UZB,2020,0.13918
Venezuela,VEN,2005,0.18907
Venezuela,VEN,2006,0.31742
Venezuela,VEN,2007,0.2011
Venezuela,VEN,2008,0.23803
Venezuela,VEN,2009,0.24014
Venezuela,VEN,2010,0.18823
Venezuela,VEN,2011,0.15296
Venezuela,VEN,2012,0.2501
Venezuela,VEN,2013,0.31853
Venezuela,VEN,2014,0.33713
Vietnam,VNM,2002,0.19273
Vietnam,VNM,2011,0.19044
Vietnam,VNM,2013,0.37359
Vietnam,VNM,2015,0.44113
Vietnam,VNM,2017,0.52674
Vietnam,VNM,2019,0.53172
West Bank and Gaza,,2007,0.19723
West Bank and Gaza,,2008,0.14914
West Bank and Gaza,,2009,0.35646
West Bank and Gaza,,2010,0.36156
West Bank and Gaza,,2013,0.45434
World,OWID_WRL,1996,1.9642711
World,OWID_WRL,1997,1.962568
World,OWID_WRL,1998,1.9777236
World,OWID_WRL,1999,2.0523756
World,OWID_WRL,2000,2.0532646
World,OWID_WRL,2001,2.072421
World,OWID_WRL,2002,2.036967
World,OWID_WRL,2003,2.0256658
World,OWID_WRL,2004,1.9769987
World,OWID_WRL,2005,1.9594315
World,OWID_WRL,2006,1.9694786
World,OWID_WRL,2007,1.9369843
World,OWID_WRL,2008,1.9904135
World,OWID_WRL,2009,2.02821
World,OWID_WRL,2010,2.0136256
World,OWID_WRL,2011,1.9987829
World,OWID_WRL,2012,2.0250578
World,OWID_WRL,2013,1.9876087
World,OWID_WRL,2014,2.067394
World,OWID_WRL,2015,2.0950832
World,OWID_WRL,2016,2.1378517
World,OWID_WRL,2017,2.1336324
World,OWID_WRL,2018,2.196267
